Date,Close,High,Low,Open,Volume
,PA=F,PA=F,PA=F,PA=F,PA=F
2020-08-10,2265.199951171875,2265.199951171875,2265.199951171875,2265.199951171875,0
2020-08-11,2171.60009765625,2171.60009765625,2171.60009765625,2171.60009765625,0
2020-08-12,2164.800048828125,2164.800048828125,2164.800048828125,2164.800048828125,0
2020-08-13,2213.39990234375,2213.39990234375,2213.39990234375,2213.39990234375,0
2020-08-14,2140.39990234375,2140.39990234375,2140.39990234375,2140.39990234375,0
2020-08-17,2230.39990234375,2230.39990234375,2230.39990234375,2230.39990234375,0
2020-08-18,2225.199951171875,2225.199951171875,2225.199951171875,2225.199951171875,1
2020-08-19,2176.0,2176.0,2162.0,2176.0,1
2020-08-20,2183.800048828125,2183.800048828125,2183.800048828125,2183.800048828125,1
2020-08-21,2177.199951171875,2177.199951171875,2177.199951171875,2177.199951171875,1
2020-08-24,2162.60009765625,2162.60009765625,2162.60009765625,2162.60009765625,1
2020-08-25,2169.300048828125,2169.300048828125,2169.300048828125,2169.300048828125,1
2020-08-26,2188.199951171875,2188.199951171875,2188.199951171875,2188.199951171875,1620
2020-08-27,2159.199951171875,2225.800048828125,2142.5,2189.10009765625,1111
2020-08-28,2197.800048828125,2201.0,2149.10009765625,2164.0,268
2020-08-31,2245.39990234375,2268.0,2204.39990234375,2207.699951171875,18
2020-09-01,2277.199951171875,2277.199951171875,2277.199951171875,2277.199951171875,0
2020-09-02,2242.89990234375,2242.89990234375,2242.89990234375,2242.89990234375,8
2020-09-03,2297.0,2297.0,2297.0,2297.0,0
2020-09-04,2318.60009765625,2318.60009765625,2285.0,2285.0,2
2020-09-08,2281.199951171875,2304.5,2281.10009765625,2300.0,11
2020-09-09,2294.0,2294.0,2294.0,2294.0,0
2020-09-10,2307.39990234375,2307.39990234375,2307.39990234375,2307.39990234375,0
2020-09-11,2313.10009765625,2313.10009765625,2313.10009765625,2313.10009765625,0
2020-09-14,2306.699951171875,2306.699951171875,2306.699951171875,2306.699951171875,1
2020-09-15,2396.300048828125,2396.300048828125,2396.300048828125,2396.300048828125,0
2020-09-16,2399.89990234375,2399.89990234375,2390.0,2399.89990234375,1
2020-09-17,2317.60009765625,2361.5,2317.60009765625,2361.5,1
2020-09-18,2364.0,2364.0,2364.0,2364.0,0
2020-09-21,2266.10009765625,2266.10009765625,2266.10009765625,2266.10009765625,1
2020-09-22,2216.0,2216.0,2216.0,2216.0,0
2020-09-23,2244.699951171875,2244.699951171875,2244.699951171875,2244.699951171875,1
2020-09-24,2213.0,2213.0,2210.60009765625,2210.60009765625,1
2020-09-25,2207.699951171875,2207.699951171875,2207.699951171875,2207.699951171875,1
2020-09-28,2258.5,2258.5,2258.5,2258.5,0
2020-09-29,2320.10009765625,2320.10009765625,2320.10009765625,2320.10009765625,0
2020-09-30,2321.300048828125,2321.300048828125,2321.300048828125,2321.300048828125,0
2020-10-01,2319.0,2319.0,2319.0,2319.0,0
2020-10-02,2315.800048828125,2315.800048828125,2315.800048828125,2315.800048828125,0
2020-10-05,2369.199951171875,2369.199951171875,2369.199951171875,2369.199951171875,0
2020-10-06,2382.0,2382.0,2382.0,2382.0,0
2020-10-07,2372.89990234375,2372.89990234375,2372.89990234375,2372.89990234375,0
2020-10-08,2393.800048828125,2393.800048828125,2393.800048828125,2393.800048828125,0
2020-10-09,2454.0,2454.0,2454.0,2454.0,0
2020-10-12,2416.39990234375,2416.39990234375,2416.39990234375,2416.39990234375,0
2020-10-13,2335.10009765625,2335.10009765625,2335.10009765625,2335.10009765625,0
2020-10-14,2357.10009765625,2357.10009765625,2357.10009765625,2357.10009765625,0
