Date,Close,High,Low,Open,Volume
,SSNLF,SSNLF,SSNLF,SSNLF,SSNLF
2020-08-10,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-11,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-12,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-13,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-14,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-17,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-18,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-20,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-21,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-24,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-25,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-26,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-27,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-28,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-08-31,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-01,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-02,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-03,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-04,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-08,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-09,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-10,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-11,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-14,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-15,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-16,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-17,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-18,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-21,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-22,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-23,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-24,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-25,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,4.2717997063934575e+19,0
2020-09-28,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-09-29,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-09-30,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-01,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-02,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-05,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-06,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-07,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-08,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-09,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
2020-10-12,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,-6.09469080929724e+18,0
